Week,BJK,CARZ,CHIQ,FXD,INCO,IYC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,XLY,XRT
2017-43,-0.00526052,0.00248016,-0.01702877,-0.00052383,0.0252905,0.00491703,-0.00951684,-0.0043363,0.00208377,-0.02810651,0.00199095,-0.0120919,-0.04874391,0.00465702,0.01289171,0.02015559,0.00440012,0.01349061,0.01831255,-0.01553106
2017-42,-0.00325163,-0.00320276,-0.01382488,0.01724138,-0.01502242,0.00189835,0.00326442,0.00047824,0.00626174,0.01857491,0.02611111,0.01187042,0.06731157,0.00836926,-0.00157589,0.0085592,0.00247489,0.00225004,0.00022321,0.02313625
2017-41,0.00428212,0.00840336,-0.00746697,-0.00842327,0.02894188,0.00073561,-0.01006832,0.00095785,0.00167329,0.00761035,-0.01382572,-0.00550176,-0.0637037,0.00968276,0.00335769,0.0,-0.00277291,-0.00364835,-0.0023414,-0.02099475
2017-40,-0.01168282,0.03200406,0.03935599,0.0047356,0.01413761,0.01066321,0.01629844,0.02268293,0.01775523,0.00478326,-0.00268288,0.0060526,-0.01075269,0.00251636,0.01217079,-0.02841303,0.02315634,0.01409149,0.01626567,-0.00269014
2017-39,0.01818182,0.00692663,0.03167702,0.01332623,-0.00399061,0.00608318,0.01210565,0.01913043,0.01589375,0.00783368,0.03758414,0.01033908,0.04517528,0.00761325,0.00612327,-0.01602455,0.0,0.01026193,0.0081004,0.013882
2017-38,0.01058468,0.01630013,0.0006006,-0.00053362,-0.03734347,0.00061977,0.00812708,0.00921544,0.0027969,-0.01137725,0.00624291,-0.00033512,-0.01173451,-0.01219052,0.00573671,0.0,-0.00357622,0.00179366,0.00239671,-0.00597163
2017-37,0.00126167,0.02132196,0.02311056,0.01677943,0.00679348,0.00459,0.0,0.00274794,0.0065189,0.01887942,0.01685393,0.01033127,0.07433217,0.01689318,0.00433599,0.0,0.01912075,0.00720617,0.00342388,0.02568014
2017-36,0.01238071,0.01719902,0.01741935,0.00246373,0.00828729,-0.00354103,-0.01425439,-0.00680444,0.01420013,0.02144855,0.00175781,-0.00135578,0.03314239,0.0070858,0.00193306,0.0,-0.0044964,-0.00547827,-0.00593066,0.01060528
2017-35,0.03489611,0.00767965,0.02823375,0.02256896,0.00946664,0.01540009,0.01838911,0.01772152,0.02429609,-0.00439698,0.01944059,0.01504274,0.03413401,0.01492342,0.01057061,0.02186344,0.03606507,0.01633367,0.01568989,0.01441678
2017-34,0.00159236,0.01919332,0.01716172,0.01552795,0.00350959,-0.00062822,0.0074129,-0.002267,-0.00045137,-0.01823239,0.01752266,0.01473636,0.11511789,-0.0011754,0.00380933,0.00641892,-0.00883473,0.00366193,0.00242999,0.03596539
2017-33,0.01227977,-0.01393823,0.00932091,-0.03197595,0.00420463,-0.02228927,-0.01819505,-0.01979708,-0.02566915,-0.03042959,-0.04034749,-0.02741719,-0.11526104,-0.02100141,-0.01770897,0.01578586,-0.04277762,-0.02531284,-0.02487,-0.03698914
2017-32,-0.03399582,-0.010682,-0.01726428,-0.02185645,-0.05335127,-0.01518293,-0.01783803,-0.01906624,-0.01764706,-0.03137711,-0.03429535,-0.01936698,-0.11289174,-0.01923319,-0.01782317,0.02641775,-0.03369816,-0.01517085,-0.01513792,-0.04070489
2017-31,-0.00390422,0.00912106,-0.00467602,0.000271,0.02139899,-0.00553326,-0.02370164,0.00989609,-0.00043745,-0.00699708,-0.00916573,-0.00618648,0.00361272,-0.00854486,0.00190801,0.00709471,-0.00903355,-0.00177267,-0.00358343,-0.00099701
2017-30,-0.00440871,-0.00111111,0.00066534,0.00763984,0.00230097,0.00840439,0.01609517,-0.02168675,-0.00239599,0.02116875,0.01246694,0.00938023,0.11512505,0.01403777,0.00781012,-0.02455048,0.01293229,0.00619967,0.00630844,0.03921569
2017-29,0.02101064,-0.01282051,0.00472973,0.00766074,-0.00207804,0.00356682,0.02108649,0.00217707,0.01480817,-0.00209518,-0.00037743,0.00647249,0.01223242,-0.001531,0.0047677,0.0,0.00774514,0.00788135,0.0080344,0.00331548
2017-28,0.0063762,0.02805836,0.03606103,0.01165049,0.01426233,0.01103698,0.0094237,0.00436575,0.01158828,0.01368197,0.01654482,0.00869173,0.08016878,0.01548068,0.01205192,-0.02264278,0.01411835,0.01044462,0.00892653,0.02858655
2017-27,-0.00609756,-0.00195149,0.0070028,-0.00767965,0.01334923,-0.00322581,-0.00902527,0.0026712,0.00364797,-0.01761597,-0.02272304,-0.01875138,-0.09615385,-0.0135394,-0.00339401,0.0,-0.01153675,-0.00692291,-0.00377057,-0.03225806
2017-26,-0.02087045,0.00028225,-0.01737318,0.00137589,-0.00904547,-0.00394356,-0.00144875,-0.01317997,-0.00470114,0.00590667,0.00676183,0.00501505,0.04166667,-0.00267176,0.0,0.0,-0.00700321,-0.00071937,-0.00239125,0.01172273
2017-25,-0.0063743,-0.0053733,0.00279916,-0.01015089,-0.01482702,-0.0145785,-0.00834543,-0.00999286,-0.01839947,-0.01685892,-0.00188644,-0.01329051,-0.05297256,-0.01574902,-0.00804808,0.0108278,-0.01544234,-0.01140901,-0.01452866,-0.01507795
2017-24,0.01942767,-0.00226693,-0.004954,0.0,0.00118483,-0.00507925,-0.00218818,0.00411224,-0.00134078,-0.04387726,-0.01610789,-0.00917634,-0.08200778,-0.02175535,0.00194812,0.0,-0.01185485,0.00079148,0.00113611,-0.0240481
2017-23,0.0031389,-0.00507471,0.01210826,-0.00659703,-0.00471476,-0.01639246,0.00368053,-0.00835123,-0.01122112,-0.00086059,0.01410599,-0.0097996,-0.02368328,-0.01393132,-0.0182001,0.01268116,-0.03710883,-0.01417635,-0.01762606,-0.00599251
2017-22,0.02242392,0.02492123,0.02936858,0.01865776,0.023647,0.01834918,0.01416853,0.02602773,0.02264574,0.02158064,0.01460977,0.01857862,0.03050109,0.01388717,0.01762429,-0.06913997,0.03808845,0.01732816,0.015821,0.01340754
2017-21,0.0094238,-0.012795,0.00442478,0.00391389,0.00593032,0.01227183,0.01131222,0.0171737,0.02193283,-0.00174317,-0.00305285,0.00337268,-0.03438596,0.00486406,0.00420297,0.0,0.02068662,0.01135041,0.01166915,-0.01172947
2017-20,-0.00459211,0.00257732,0.00373972,-0.0125,-0.02409058,-0.00646831,-0.00864337,-0.01146062,-0.01630435,-0.01098583,-0.0166509,-0.01371696,-0.0822098,-0.00125125,-0.00174538,0.02347256,-0.01255474,-0.00942644,-0.0073051,-0.0264641
2017-19,0.00737705,-0.00600686,0.01750381,-0.01372872,0.03771687,-0.00509359,-0.01588474,-0.0070749,0.00317965,-0.01478113,-0.00788881,-0.01112212,-0.07754979,-0.00373739,-0.00521953,0.00520472,-0.00895695,-0.00418863,-0.00511131,-0.02597712
2017-18,-0.02237017,0.00287274,-0.01509434,0.00219479,-0.00397911,0.00295058,-0.01013391,-0.00313631,0.00477056,-0.00483642,0.00395406,0.0036444,0.02625888,0.00732046,0.00328981,0.0,0.00057862,-0.00064954,-0.00011379,0.01177885
2017-17,0.01751026,0.00995608,0.00539707,0.00551876,0.02764269,0.01190847,0.00618182,0.01643768,0.01194304,0.01486989,0.00970135,0.00765646,-0.01126332,0.01188498,0.01263444,-0.01805792,0.01987745,0.01310299,0.01398036,-0.0057334
2017-16,0.00220022,0.01562031,0.00623053,0.00953449,-0.0035962,0.01058973,0.01554404,0.01786164,0.02420503,0.0223661,0.03519586,0.01029063,0.07249255,0.0075266,0.00843476,-0.02093556,0.02213001,0.01215058,0.00927121,0.02085378
2017-15,0.00722222,-0.01110444,-0.00234375,-0.01007839,-0.00920245,-0.0103158,-0.01714703,-0.01569898,-0.00826251,0.00324771,-0.01212483,-0.01226235,-0.02856216,-0.01033592,-0.00683688,0.00098232,-0.01432753,-0.01071189,-0.01183363,-0.01101591
2017-14,0.00925926,-0.03023256,-0.00617284,-0.00864232,0.0158195,-0.00038093,0.00330518,-0.00815016,-0.00656814,-0.00473233,-0.00654113,-0.00595238,-0.01170177,0.00104425,-0.00681141,-0.00618288,0.00201114,-0.00371775,-0.00398266,-0.00198265
2017-13,0.00963719,-0.00546605,-0.00849421,0.01969612,0.01796565,0.01672348,0.0174397,0.01905717,0.01078293,0.01781473,0.03348707,0.02084277,0.08495146,0.01704771,0.00931278,-0.03425519,0.033831,0.01640331,0.01648482,0.02347652
2017-12,-0.00455451,-0.00200172,0.00230238,-0.01471813,-0.01204819,-0.00620721,-0.01211009,-0.00150527,-0.00815661,-0.0123095,-0.01388613,-0.00943608,-0.05296053,-0.00968206,-0.00609365,0.02150883,-0.00817739,-0.00874113,-0.00682915,-0.01701183
2017-11,0.02946376,-0.00596252,0.0172956,0.00973845,0.00641368,0.00603028,0.00110011,0.00351847,0.00909515,0.02373183,0.02327448,0.01083032,0.05804749,0.00588389,0.00708307,-0.00415601,0.01197227,0.00864207,0.00614585,0.01604146
2017-10,-0.00088942,0.00517539,0.01286174,0.00782998,0.00330033,-0.00089767,-0.00036819,-0.00175044,-0.00603108,-0.00851439,-0.00696933,0.0043123,-0.02280646,0.00026178,0.00378378,0.01417526,-0.00331806,0.00158491,0.00142416,-0.00488162
2017-09,0.0090063,0.0151471,0.00887097,-0.00277008,0.00139005,-0.00495931,-0.00512445,-0.00492611,0.00440938,-0.02366695,-0.01173021,-0.00839866,-0.09318694,-0.01395825,0.00118919,-0.00672,-0.00727667,-0.00105152,-0.00023655,-0.02957746
2017-08,0.00363636,-0.01574127,-0.00721732,-0.00055757,-0.00717241,-0.00247556,-0.00651466,-0.00563864,-0.01039741,-0.00255973,-0.00644783,-0.00481631,-0.04586902,-0.0008964,-0.00280354,0.01649418,-0.00849421,-0.00412263,-0.00212691,-0.01329601
2017-07,-0.00962696,-0.00202605,-0.00486618,0.00507471,-0.01550388,0.01137171,0.00367242,-0.00417999,0.00023245,0.00520532,-0.00178147,0.00476677,0.01424005,0.0176223,0.00250272,0.0,0.01158546,0.00913312,0.0091138,0.00736517
2017-06,0.00884956,0.00561134,0.02600671,0.01573227,0.01713002,0.01811236,-0.00036765,0.0137397,0.03533654,0.03264095,0.03238289,0.0212963,0.09744064,0.02523617,0.01340275,0.0033033,0.03686405,0.01712382,0.01759316,0.03447439
2017-05,0.00977398,0.00295072,-0.00170648,-0.00170503,0.02770563,-0.00301205,0.00477766,-0.0010015,0.00263599,0.00771742,0.00487013,-0.00596741,0.01896024,0.0,-0.00219732,-0.00877458,-0.00426579,-0.00453776,-0.00557238,0.00482625
2017-04,0.00395257,-0.00464711,0.00943396,0.01550388,0.01882353,0.00884372,0.02011923,0.009,0.00795372,-0.0149604,0.00588116,0.00936092,-0.03138881,-0.00576717,0.00849702,-0.01473241,0.017,0.0122852,0.0127451,-0.00863931
2017-03,0.00550627,0.00673302,0.01219512,-0.00228964,-0.00623145,-0.003612,-0.00224215,0.0060045,-0.00524434,-0.01736902,-0.01252983,-0.00733608,-0.06125783,-0.01360454,-0.0040722,-0.00834824,-0.01370315,-0.00201879,-0.00195814,-0.02096925
2017-02,0.00060957,0.01090159,0.02146691,0.00028662,0.01511944,0.00856005,0.01433421,0.01209982,0.00547749,-0.00286205,0.00557769,0.00381724,0.01749929,0.00534974,0.00721021,-0.00415677,0.01937005,0.00838755,0.00853116,0.00424528
2017-01,0.01958955,0.01858513,0.01183971,-0.00056996,0.01066423,0.013801,0.01375095,0.00427996,0.00743584,-0.00484193,-0.01905503,0.00755814,-0.04295813,0.00632571,0.0145303,-0.03468042,0.03,0.01567224,0.01759899,-0.01329911
2016-52,-0.0006252,-0.00990396,0.01403181,-0.01552795,0.0179471,-0.01588673,-0.01745068,-0.01865208,-0.02131148,-0.01486676,-0.01597998,-0.01557453,-0.0603695,-0.01717024,-0.01332587,0.03592637,-0.03409283,-0.01526597,-0.01653817,-0.01864212
2016-51,-0.00622859,0.0005997,-0.01660517,-0.01204819,-0.01950464,-0.00649609,0.00306748,0.00224831,-0.00560748,-0.03217956,-0.01580952,-0.01063951,-0.09983161,-0.01631794,-0.00078423,0.02010804,0.01785113,-0.00542282,-0.00546245,-0.03541013
2016-50,-0.01258055,-0.00569203,-0.01891892,-0.01463684,-0.00794136,0.00013297,0.00967867,0.007314,-0.00280177,0.00026867,-0.0148608,-0.01715824,-0.0619891,-0.00525831,-0.00390843,-0.02172637,-0.00533067,-0.00477982,-0.00520059,-0.02201673
2016-49,-0.02524503,0.04628767,0.00792952,0.02829924,0.02057108,0.0248191,0.03183962,0.0324145,0.01811765,0.03356259,0.06086786,0.02749886,0.11279098,0.02245689,0.02492886,-0.03924377,0.04545455,0.02678144,0.02401911,0.0367713
2016-48,-0.01419698,0.00473784,-0.01223776,-0.00732394,0.00882168,-0.00863057,-0.02787456,-0.01270648,-0.01245301,-0.00661157,-0.01474057,-0.01378132,-0.04009547,-0.00852424,-0.00618203,0.0,-0.01854419,-0.01257261,-0.01069048,-0.00990322
2016-47,0.01742788,0.01471529,0.0088574,0.01902869,0.01680672,0.01531237,0.00739012,0.015617,0.01935946,0.01845122,0.0329053,0.01558025,0.05931373,0.01274483,0.01172279,-0.02917251,0.02160057,0.01783992,0.0153281,0.02413479
2016-46,0.03363722,0.00322269,0.02367942,0.00516796,-0.02325581,0.01543918,0.01785714,0.02392219,0.02413793,0.0058692,0.00364078,0.00579173,0.06769148,0.01507056,0.01372917,-0.03963578,0.04555639,0.01718326,0.01843916,0.00114548
2016-45,-0.02773545,-0.01298701,-0.03144105,0.02542626,-0.09096029,0.01590457,0.02620803,0.03362734,0.01223776,0.0430334,0.08443154,0.03165327,0.03158181,0.01575791,0.00023496,-0.03636364,0.03337835,0.02069488,0.01556318,0.06172533
2016-44,0.0,-0.03680599,-0.0237467,-0.02323503,-0.0234965,-0.01901845,-0.01848809,-0.01589072,-0.01918764,-0.01434549,-0.02021324,-0.01860409,-0.08306624,-0.02533408,-0.02389318,0.0302797,-0.03829132,-0.01938311,-0.01749967,-0.02749816
2016-43,-0.01542734,0.00594121,-0.02544529,-0.02052786,-0.00970335,-0.02854563,-0.02252615,-0.01742739,-0.03474065,-0.01267315,-0.02700348,-0.01913189,-0.09943943,-0.03988719,-0.01627612,0.03625854,-0.0513245,-0.02561779,-0.02634978,-0.02589307
2016-42,0.00808961,0.01944533,0.01911381,0.0077266,0.01404889,0.01678998,0.01310401,0.0295959,0.00685099,-0.00294551,-0.00870322,0.01093959,0.04034582,0.00723648,0.01326602,-0.01885831,-0.02169077,0.01447568,0.01720259,0.00582807
2016-41,-0.01866908,-0.00998129,-0.03093645,-0.02140584,-0.02297297,-0.00908646,-0.023126,-0.00422773,-0.01393896,-0.00554421,-0.02115059,-0.01203527,-0.02912142,-0.0047081,-0.01026292,0.00796301,0.00446927,-0.01376411,-0.01218564,-0.02048987
2016-40,-0.00778676,0.01790854,0.01633706,0.0,-0.00027042,-0.00605976,-0.01225296,-0.00510349,-0.00669536,0.00886001,-0.0012766,0.00226947,-0.00413625,0.00188501,-0.00242298,0.00482057,-0.00662861,-0.00452154,-0.00310639,0.00954882
2016-39,0.0161931,-0.00063918,0.01399825,0.00699913,0.00669643,0.0147578,0.01856336,0.00952381,0.00119303,-0.00497367,-0.00084602,0.0136655,0.06112974,0.01056481,0.01166997,-0.03787684,0.02937832,0.01223369,0.01590013,0.00574713
2016-38,0.01102266,0.02145373,0.01300954,0.01138022,0.00305047,0.01617365,0.01505902,0.02506558,0.01463181,0.00701139,0.02527308,0.0103752,0.04788069,0.01425856,0.02069371,-0.03095421,0.03560548,0.01580135,0.01557345,0.00237361
2016-37,-0.00060772,-0.03546982,-0.00342759,-0.00697472,-0.00415512,-0.00974003,-0.01243482,-0.01500722,-0.0078534,-0.0052356,-0.01086262,-0.01110315,-0.00903926,-0.00966313,-0.01984768,0.01934135,-0.00624409,-0.00952697,-0.00901725,-0.00542069
2016-36,0.00462963,-0.01910632,-0.00767918,-0.0291929,-0.02677847,-0.0268925,-0.02267303,-0.01242415,-0.03523098,-0.03184532,-0.0235393,-0.0236267,-0.11100501,-0.03204623,-0.02646825,0.01682243,-0.02592928,-0.03064135,-0.03206361,-0.02083333
2016-35,0.01101322,0.01804368,0.02139037,-0.00511073,0.03154305,0.00228976,0.01249496,0.00669578,0.00374532,-0.01319854,-0.00995438,-0.00942518,-0.01307034,-0.00367309,0.00240027,0.0,0.0,-0.00211951,-0.00422265,-0.01586937
2016-34,-0.02286774,-0.00855784,0.00539568,-0.00819904,-0.00859599,-0.01169671,-0.01196649,-0.00580889,-0.01092261,0.00473011,-0.01334976,-0.0105495,-0.02843823,-0.01757106,-0.01001593,0.03445424,-0.02072072,-0.00601284,-0.00587184,-0.01479627
2016-33,-0.01166002,-0.00877468,-0.02782609,-0.00168824,0.00141283,-0.01001431,-0.00788022,-0.00891573,-0.00277906,0.00166898,-0.00387993,-0.00460511,-0.03702052,-0.01099323,-0.00543294,0.01058496,-0.01864556,-0.00860959,-0.00796964,-0.00045269
2016-32,0.02417582,0.00700414,0.03467153,0.01088202,-0.01841518,0.01041236,0.00757878,0.00232288,0.01292597,0.0107832,-0.00144778,0.01247646,0.02995392,0.01520073,0.01266406,-0.00731906,0.01681273,0.00921096,0.00856449,0.01602415
2016-31,0.00831734,0.00678076,0.00646353,-0.0059778,0.01504827,-0.00157934,0.00239521,-0.00693642,0.00305954,0.00254309,-0.00960556,-0.00198923,-0.01817774,-0.00025961,0.00473332,0.0,-0.00250671,-0.00405416,-0.0021612,-0.00231535
2016-30,0.02877698,0.01794454,0.01503759,0.00199203,0.02698781,-0.00219524,-0.00713436,-0.01087268,0.0,0.00170697,-0.00689655,0.00268911,0.04058518,-0.00052002,0.0101257,0.0,-0.01275013,-0.0008109,-0.00139878,0.00324074
2016-29,0.00597411,0.00626236,0.00280374,0.00953206,0.00495482,0.00178596,0.00316206,0.00343741,0.00165094,0.00345523,0.00264874,0.00566974,-0.00261345,0.00287319,0.00198737,0.0,-0.00035682,0.00522321,0.00383534,0.00117041
2016-28,0.02367879,0.03707518,0.01628352,0.00262467,0.00528324,0.00227995,0.00318218,0.02670972,-0.00378788,-0.00458584,0.00537634,0.00417512,-0.03137532,-0.00588005,0.00935686,-0.06771494,0.01184834,0.0005741,-0.00128172,-0.00284562
2016-27,0.0179388,0.02522523,0.00589971,0.03879047,0.01498801,0.02690743,0.03657523,0.02682109,0.02717258,0.02547393,0.04482834,0.03869196,0.08838185,0.02411099,0.02619926,0.00101549,0.04970986,0.0314444,0.03055666,0.04144819
2016-26,0.04561912,0.04039301,0.06701031,0.05764331,0.05651491,0.04970194,0.05516942,0.05472479,0.04980843,0.02839021,0.05498982,0.06178311,0.12423088,0.03868715,0.05002539,-0.04903079,0.10273544,0.05461176,0.05490687,0.05467738
2016-25,-0.03946932,-0.05245684,-0.01988072,-0.02928744,-0.01877501,-0.02409725,-0.03261313,-0.03464755,-0.02294362,-0.00361119,-0.02077088,-0.03691932,-0.02331962,-0.00687569,-0.04124569,0.0,-0.02768635,-0.03073286,-0.03132435,-0.02033226
2016-24,-0.00569896,0.01100791,0.00402414,0.00675261,0.01460081,-0.00365749,-0.00123813,-0.01540284,-0.00269674,0.00544629,0.01739705,0.00759462,-0.00307348,-0.00781893,0.00193705,0.00272682,-0.01675233,0.00247736,0.00187066,0.00963001
2016-23,-0.01910003,-0.03148573,-0.02859867,-0.01080757,-0.01551095,-0.00742207,-0.0212,0.00437573,0.00218129,-0.00713861,-0.00990525,-0.01325712,-0.02662407,-0.00502649,-0.01801484,-0.0125,-0.00849377,-0.01090421,-0.01025776,-0.02203182
2016-22,0.0081646,-0.01401565,-0.00670498,0.0045208,0.02022402,0.00440466,-0.00080321,-0.00174825,0.0,0.00921796,0.0078534,0.00036639,0.00926907,0.00736598,0.0,-0.02007933,0.00457143,0.00193521,-0.00171098,0.00814413
2016-21,0.02402707,0.02895095,0.02197802,0.02887302,0.04810209,0.02260667,0.03035343,0.01561119,0.03175794,0.02123142,0.04086266,0.03023432,0.10205882,0.02365622,0.02447002,-0.02253453,0.02514735,0.02624309,0.02438039,0.03500255
2016-20,-0.01936561,-0.01241611,-0.02588686,-0.00338774,-0.02538877,-0.0092387,-0.01184641,-0.01418645,-0.0173213,-0.0174763,-0.01645541,-0.00698516,-0.01836677,-0.00730128,-0.0097782,0.01902644,-0.01675332,-0.01003231,-0.01141189,-0.00277567
2016-19,0.00237933,-0.00303132,-0.01454898,-0.03816339,0.01197799,-0.02007919,-0.01809409,-0.01971992,-0.0197638,-0.03751804,-0.04033469,-0.03355215,-0.07552788,-0.02649457,-0.01397111,0.01431039,-0.02825599,-0.01870492,-0.01744949,-0.06136581
2016-18,-0.03132212,-0.03033268,-0.03597786,-0.02169452,-0.02156676,-0.01076404,-0.00079936,-0.0184136,-0.02257068,-0.01495972,-0.02116289,-0.01946501,-0.04330499,-0.01365788,-0.0157784,0.01249063,-0.03290574,-0.01582567,-0.01285714,-0.03512058
2016-17,-0.01785124,-0.03133903,-0.02160216,-0.00764481,-0.0003198,-0.00925468,0.00977995,-0.02294348,-0.02074982,-0.00945559,-0.00854336,-0.01357143,0.00280662,-0.01260675,-0.00656737,0.00426493,-0.02299925,-0.00518135,-0.00432673,-0.01420587
2016-16,-0.04493671,0.02157115,-0.00089445,-0.00554745,-0.00346894,-0.01436742,0.00903862,-0.03137679,-0.01627528,-0.00788066,-0.00190597,-0.00248168,-0.05565863,-0.01272776,-0.0017548,0.03829122,-0.0201539,-0.00803978,-0.00961913,-0.00687758
2016-15,0.03263019,0.02925353,0.03914259,0.02285714,0.03562092,0.02379241,0.02332485,0.02358491,0.02665066,0.01264368,0.03802786,0.02413457,0.08953901,0.02797009,0.0200866,-0.02951303,0.0388556,0.02491225,0.02460339,0.042497
2016-14,0.00197239,-0.01793424,0.0056926,-0.01591043,-0.02297735,-0.01334275,-0.01126878,-0.00769231,-0.01480263,-0.02564103,-0.02266839,-0.02056586,-0.05315615,-0.01945683,-0.01141363,0.0085902,-0.01182211,-0.01155436,-0.01191106,-0.03646789
2016-13,0.03796204,-0.01036605,0.02601156,0.02171327,0.03024261,0.02019045,0.02237231,0.02145075,0.01794993,0.02341986,0.02322553,0.01949294,0.06614674,0.01933891,0.0115669,-0.04248129,0.03974016,0.02029678,0.01968135,0.01284109
2016-12,-0.02161808,-0.02498398,-0.03168686,-0.01534829,-0.00527704,-0.0074291,-0.01508169,-0.01598878,-0.0133271,-0.01839465,-0.0234192,-0.01540832,0.01520572,-0.00054975,-0.01212409,0.02625712,-0.0249239,-0.01009672,-0.00747564,-0.01209769
