Month,ADRD,ADRU,DBGR,DFE,EDEN,EFNL,EIRL,ENOR,EPV,EUFN,EWD,EWG,EWGS,EWI,EWK,EWL,EWN,EWO,EWP,EWQ,EWU,EWUS,EZU,FDD,FEP,FEU,FEZ,FGM,FKU,FSZ,GREK,GXF,HEDJ,IEUS,IEV,NORW,UPV,VGK
2016-03,0.03337237,0.02190645,0.01884058,0.06957251,0.0435205,0.04174099,0.05811404,0.04814385,-0.08541147,0.02877698,0.05178643,0.06147722,0.07269746,0.04435107,0.05246321,0.02407407,0.04537205,0.08594918,0.0539258,0.03839038,0.02747253,0.05019655,0.04788639,0.04054054,0.05234796,0.02801969,0.04401651,0.05828502,0.05166616,0.05153782,0.14054927,0.0372807,0.00942211,0.05368448,0.03489043,0.05263158,0.09439166,0.04147902
2016-02,-0.04238259,-0.02748538,-0.03621439,-0.02079832,-0.02897431,-0.04093772,-0.04551504,0.0255164,0.05290923,-0.05410567,0.00951199,-0.03924162,-0.02195992,-0.06255666,-0.04806492,-0.02695716,-0.02829758,-0.00456969,-0.0490279,-0.02497687,-0.03270349,-0.03413174,-0.03992147,-0.01653696,-0.02722393,-0.0413716,-0.03884157,-0.01500469,-0.05145747,0.00028297,-0.1037037,-0.02030735,-0.03138732,-0.01807536,-0.02961472,0.0207824,-0.06728193,-0.03138273
2016-01,-0.03768433,-0.04206394,-0.04666057,-0.05209377,-0.02668433,-0.0111261,-0.06174395,-0.04034582,0.07547484,-0.09382151,-0.04209284,-0.04823826,-0.06155844,-0.10873943,-0.04311377,-0.04975473,-0.00364299,-0.07692308,-0.05466879,-0.0221519,-0.03273495,-0.07478992,-0.03679245,-0.03204524,-0.0558598,-0.04243937,-0.04067686,-0.05286738,-0.07690164,-0.05631537,-0.12301587,-0.02230483,-0.01954397,-0.05927526,-0.03916161,-0.05909091,-0.08355941,-0.04157253
2015-12,-0.02858628,-0.03957784,-0.05889777,-0.00535821,0.00207665,-0.02260813,0.02649859,-0.08704772,0.06074936,-0.04238197,-0.0392302,-0.03970126,0.00284018,-0.04583333,0.01447527,-0.00103806,-0.03250975,-0.01631543,-0.06649522,-0.03890552,-0.06050748,-0.02029221,-0.04235782,-0.01555352,-0.02316602,-0.03877276,-0.04560657,-0.01238123,-0.03617639,0.02235991,-0.08241082,-0.01888719,-0.08027311,-0.01361183,-0.03789859,-0.08586387,-0.04885913,-0.0339858
2015-11,-0.025941,-0.02346194,0.03014643,-0.01680838,0.02988596,-0.0029703,0.01023353,-0.004772,0.04070962,-0.03528173,-0.00222552,-0.00973899,-0.02434077,-0.03763244,0.00365408,-0.03816538,-0.0254022,-0.02555481,-0.04341637,-0.03677686,-0.02592,-0.00647075,-0.0212271,-0.03211418,-0.02316736,-0.02485913,-0.02497027,-0.00491188,-0.02653486,-0.03198741,-0.20158888,-0.00613811,0.02484005,-0.00351453,-0.02489094,-0.0063762,-0.04545455,-0.02391534
2015-10,0.0678337,0.06536313,0.12328094,0.03694479,-0.00807882,0.08027358,0.0161987,0.0399556,-0.11719128,0.04403567,0.0436307,0.10533217,0.043607,0.03790199,0.05870841,0.03866432,0.07433056,0.06204906,0.05151515,0.07187781,0.06211393,0.0395401,0.07543582,0.06040268,0.07158921,0.06214489,0.08553706,0.07476341,0.04917582,0.06135143,0.12922002,0.02595339,0.11254495,0.05948233,0.06055601,0.03543743,0.12594187,0.0591971
2015-09,-0.02299465,-0.02723312,-0.02647754,-0.01841244,-0.00434611,-0.0148989,-0.01406582,-0.03585008,0.01640958,-0.02665941,-0.02161547,-0.03672788,0.0152547,-0.00681818,-0.00908501,-0.01591145,-0.01847679,-0.01709402,-0.04661326,-0.01416556,-0.0017188,-0.01191466,-0.02287481,0.00674374,-0.02201027,-0.00983837,-0.02691577,-0.03630862,0.00055218,-0.02678078,0.0647482,-0.01412134,-0.01908714,-0.01029412,-0.01545134,-0.02847755,-0.04297994,-0.01386404
2015-08,-0.07474844,-0.07269155,-0.09991742,-0.03689395,-0.04930491,-0.06127771,-0.01553349,-0.06123457,0.14594487,-0.07414634,-0.04902998,-0.07666291,-0.0271388,-0.04410727,-0.05924596,-0.0659514,-0.08222491,-0.04660453,-0.06791955,-0.06803543,-0.07442573,-0.03582636,-0.07244755,-0.06343612,-0.05892256,-0.07856694,-0.07714204,-0.06981236,-0.04367934,-0.05134788,-0.03189066,-0.05760922,-0.1082871,-0.03076217,-0.07093933,-0.06508876,-0.13959445,-0.07033145
2015-07,0.02686859,0.02502503,0.01351351,0.02142717,0.03894594,0.03293011,0.05116528,-0.02406796,-0.05349099,0.0239521,-0.00350018,0.00724361,0.02409639,0.02569671,0.02268547,0.03626266,0.02027307,0.01685772,0.02196688,0.03336113,0.01358025,0.00078329,0.02238806,0.01697945,0.0085237,0.02778675,0.02431878,-0.00830565,-0.00025517,0.02347046,-0.08333333,0.01361868,0.02495379,0.00690926,0.01869392,-0.01806084,0.03339925,0.02168525
2015-06,-0.0229775,-0.02689487,-0.0399177,-0.02368117,-0.01540832,-0.02364532,0.00403877,-0.0162037,0.04639876,-0.01142573,-0.02956342,-0.02218045,-0.01450805,-0.03092784,-0.00309598,-0.04723178,-0.01483313,-0.0343461,-0.01823607,-0.02537863,-0.03751116,-0.00026192,-0.02290076,-0.01410935,-0.02443924,-0.02893992,-0.02136876,-0.01102232,-0.0176723,-0.03435989,-0.17568767,-0.04041353,-0.04278267,-0.01136891,-0.02825134,-0.01387604,-0.05357143,-0.02686326
2015-05,-0.00237192,0.00488759,-0.01141459,0.01142525,-0.00172678,0.00362677,-0.00133761,-0.03926702,0.00177061,-0.00147348,-0.00647359,-0.02945455,-0.0007874,0.00391042,0.0124533,0.01005025,0.00700453,-0.01609788,-0.04,-0.02117459,0.00592768,0.05526533,-0.01800055,-0.00952381,0.00772849,-0.00527295,-0.02421171,-0.00710188,0.04663487,-0.01756147,-0.0234375,-0.00093897,-0.00072124,0.01909477,-0.00529228,-0.03502627,-0.01396017,-0.00519273
2015-04,0.03455084,0.02978294,-0.05661851,0.05369953,0.03569996,-0.01729201,0.04248734,0.11908248,-0.06449275,0.02020202,0.01670727,-0.01594781,0.02001623,0.01875,0.02511269,0.02784147,0.02737382,0.05346127,0.01960784,0.03432398,0.05969211,0.0600408,0.01248581,0.02491103,0.02679193,0.03581801,0.01178838,-0.00357536,0.05756396,0.03307087,0.13293651,0.01438849,-0.03527337,0.05397376,0.03177383,0.11960784,0.0723992,0.03221114
2015-03,-0.02520601,-0.02379772,0.03838301,-0.02060606,0.03233935,-0.0221865,-0.02738589,-0.04781997,0.03637371,-0.00407747,-0.03459859,0.00073153,-0.021931,-0.00849022,-0.03020768,-0.00297422,-0.02187631,-0.03036437,-0.00820749,-0.01949399,-0.05864841,-0.04144497,-0.01244696,-0.04522184,-0.02725724,-0.02507937,-0.01203438,-0.01126064,-0.04974861,-0.00105792,-0.13508921,-0.00527325,0.02419502,-0.02240623,-0.02413793,-0.04618285,-0.04843183,-0.0257616
2015-02,0.05945669,0.05148206,0.05086207,0.0756156,0.07130045,0.05463183,0.09808102,0.00185701,-0.10124275,0.0530303,0.06540386,0.03614916,0.05347594,0.07355865,0.03464052,0.0409216,0.06036036,0.09763314,0.06300315,0.04644097,0.04945227,0.09703092,0.04941947,0.0353045,0.05597689,0.04556036,0.04563194,0.04195402,0.07859388,0.06081839,0.1043398,0.05449041,0.05841393,0.07941099,0.04862907,0.00747664,0.09868729,0.04874383
2015-01,0.00311688,-0.00209534,0.0842456,0.00976909,-0.00561041,0.01476141,-0.02020821,0.00434573,-0.03245023,-0.02773333,0.03109959,0.02838864,0.00801833,0.00606551,0.01891892,0.0069808,0.00822293,-0.05571429,-0.06714944,0.01748095,0.0098852,-0.00576631,0.00850805,0.02463504,0.01667284,0.00575101,0.00183655,0.01694915,0.01920838,-0.00621118,-0.2356186,0.03074518,0.0775699,-0.00264131,0.0095037,0.00096712,0.03289151,0.0103138
2014-12,-0.04017857,-0.04776119,-0.02847806,-0.01493849,-0.0369884,-0.04412741,-0.02079566,-0.06788745,0.08924879,-0.05068424,-0.04629954,-0.04882665,-0.01916573,-0.07078313,-0.02442244,-0.04605699,-0.03763676,-0.06300813,-0.0698825,-0.05557895,-0.03387244,0.01334951,-0.05627333,-0.02902375,-0.03803768,-0.05298436,-0.06088455,-0.03570408,-0.00028686,-0.03363168,-0.1768617,-0.05787151,-0.03113478,-0.01018277,-0.04730914,-0.07174888,-0.09346204,-0.04642932
2014-11,0.01303912,0.02710997,0.07549069,0.01584821,0.01123596,0.03087479,0.05824,-0.07721046,-0.06886611,0.02843847,0.03550725,0.06842105,0.04979129,0.02445548,0.04558011,0.04071774,0.05694444,0.01508916,0.03563474,0.04217926,0.01455559,-0.00391684,0.05247286,0.01615799,0.02857143,0.03052182,0.04807692,0.06261454,0.02379553,0.03802817,0.01760325,0.01091811,0.0591037,0.01963386,0.03360041,-0.0733945,0.06790414,0.03466093
2014-10,-0.01275761,-0.02312992,-0.00448207,0.00400445,0.00962801,0.0130674,-0.02070913,-0.07449639,0.00263158,-0.00809307,0.01117117,-0.00478469,0.00089286,-0.03763441,-0.00544959,0.00547009,-0.00320366,0.00343879,-0.02087811,-0.02579281,-0.00728155,0.01250763,-0.01754899,0.00802855,-0.01182372,-0.01467305,-0.02573742,0.0067464,0.01740413,-0.00249032,-0.13067151,-0.00871249,-0.01043663,-0.00497773,-0.00960081,-0.07350689,-0.02179286,-0.00821572
2014-09,-0.02963311,-0.02792239,-0.00245942,-0.06259008,-0.0230179,-0.04726688,-0.02330508,-0.049663,0.07582596,-0.02591687,-0.02253033,-0.04369115,-0.05055866,-0.01772064,-0.03766234,-0.039974,-0.02209456,-0.07643714,-0.04065516,-0.03623188,-0.05146432,-0.05572931,-0.03703704,-0.05407654,-0.0525787,-0.0347561,-0.0264624,-0.06919831,-0.04128312,-0.07071992,-0.10843373,-0.0174446,0.0008437,-0.05719873,-0.03607504,-0.05263158,-0.07966204,-0.03846154
2014-08,0.01238095,0.01442308,0.02839757,0.00534539,0.00063398,-0.00193299,0.01786815,0.02560404,-0.03401361,0.02288557,0.00311096,0.0087519,0.00196133,-0.01674069,0.02521566,0.0306914,0.0245343,-0.01057872,0.00117233,0.01760131,0.01609195,0.01702742,0.01158192,0.01424979,0.01222826,0.01769088,0.01212634,-0.00590053,0.01354784,0.02861643,0.01716961,0.01468498,0.0347693,0.01865672,0.014136,0.02394775,0.02331339,0.01606017
2014-07,-0.02988506,-0.0333025,-0.05594734,-0.06778052,-0.0388,-0.03290903,-0.0404966,-0.05623722,0.10220833,-0.04030346,-0.03964321,-0.07286607,-0.09322247,-0.07244094,-0.03553299,-0.05155952,-0.06355932,-0.08835115,-0.05012393,-0.07113129,-0.03307607,-0.0455786,-0.0673102,-0.06342991,-0.07381921,-0.04553467,-0.06550104,-0.09376584,-0.05320275,-0.05787151,-0.08392603,-0.02727273,-0.04023227,-0.04537934,-0.05072297,-0.05532787,-0.1029169,-0.05087988
2014-06,0.01270588,0.00798122,-0.00797,-0.01860902,0.0221857,-0.0120631,-0.02187227,-0.01048714,-0.00497037,-0.02845149,-0.01667757,-0.00554785,0.00025119,-0.01042654,-0.00636132,-0.00255918,0.00686401,0.00225734,0.01547117,-0.01351351,0.00756939,-0.0071311,-0.00679383,0.01521217,-0.01644941,0.00088889,-0.00078864,-0.01557398,-0.01645435,-0.0024777,-0.02967499,-0.00228415,-0.00581033,0.01341317,-0.00092528,-0.00543478,0.00074878,-0.00019279
2014-05,0.00615239,0.00520587,0.02797877,0.00340393,0.02579157,0.02030457,-0.03746156,0.03782255,-0.01789751,-0.00186306,0.0042595,0.0129779,0.04041721,-0.01873829,-0.00063131,0.00545746,0.00734024,-0.0106086,0.01743355,0.003386,0.00677775,0.00468578,0.00763761,0.02209493,-0.0049597,0.00714286,0.01114946,0.02571355,0.00373632,-0.00295276,-0.02068641,0.01296296,0.03168486,0.02064109,0.0055775,0.03404255,0.01392548,0.00659426
2014-04,0.01057184,0.02083333,-0.00096618,-0.01486436,0.00063479,-0.00095785,-0.03452927,0.04013134,-0.04036763,0.00140845,-0.00618087,0.00317125,-0.01233616,0.00438596,0.00702427,0.01500816,-0.02405063,-0.00055835,0.01276472,0.0184261,0.04159292,-0.02249598,0.00770252,0.0382328,-0.01919561,0.0275989,0.01375405,-0.00936709,-0.00105848,0.0173913,-0.06103494,0.00554785,0.00843426,-0.01008403,0.02043726,0.03602941,0.03962338,0.01798774
2014-03,0.01712329,0.01683168,0.02128713,0.03087379,0.01208526,0.01430472,-0.01672963,0.01264411,-0.04714431,0.01991258,0.03654372,0.02361919,0.00837696,0.10343619,0.03320053,0.02693603,0.04488889,0.01729107,0.05044878,0.02995208,-0.01343458,-0.01325908,0.0367381,0.02974628,0.0256248,0.01501408,0.03964882,0.02114883,-0.02466892,0.02673522,0.04168597,0.02977906,0.03475513,0.02752976,0.02025873,0.01269604,0.04262768,0.0199187
2014-02,0.08641333,0.09004237,0.05810398,0.10398506,0.12947067,0.11223385,0.14604707,0.09516129,-0.16943668,0.09067491,0.09446254,0.08077361,0.08232711,0.10362888,0.11287988,0.08342246,0.06984274,0.05575117,0.0759205,0.09987141,0.09204759,0.12383721,0.0920354,0.07792208,0.12150501,0.08707212,0.08794496,0.08854167,0.11883154,0.09415939,0.12273642,0.11001043,0.05845219,0.08111633,0.09429539,0.0952381,0.2033543,0.09475282
2014-01,-0.02471577,-0.02622289,-0.02056807,0.01904762,0.02289708,-0.02361673,0.01219512,-0.03169149,0.04472843,-0.01139178,-0.0224758,-0.02967789,0.00876472,0.01395007,-0.02211472,-0.00664103,-0.04701785,-0.00058038,0.01058371,-0.03220546,-0.03428909,-0.02479799,-0.02726251,-0.01174345,-0.00905433,-0.02438252,-0.02928632,-0.0206732,-0.01312192,0.00538938,-0.03844306,-0.01956849,-0.021744,-0.00459888,-0.02342387,-0.04479879,-0.05327083,-0.02507772
2013-12,0.03154732,0.03747433,0.029946,0.05908993,0.04551138,0.03319783,0.02973057,0.01787752,-0.08105215,0.04118533,0.05246367,0.04351005,0.02679558,0.04449472,0.05380201,0.02734923,0.03733333,-0.00455322,0.05489809,0.03118588,0.0403887,0.07104953,0.03637397,0.03782288,0.03984885,0.03488,0.03751432,0.04065258,0.06148127,0.04286892,-0.01622137,0.03922567,0.02041274,0.04410606,0.03711184,0.02573808,0.07545514,0.03898841
2013-11,0.01009082,0.01811594,0.04138988,0.03074541,0.03612903,0.02990264,0.03524929,-0.00488538,-0.0388015,0.01515152,0.01687612,0.046875,0.02556898,-0.00806452,0.00859599,0.00702494,0.01613626,0.02010339,0.00489077,0.00862423,0.01279318,0.02496285,0.02073136,0.01669759,0.01877608,0.01611863,0.0152914,0.03860039,0.02371313,0.0049437,0.02498775,0.01912145,0.01518242,0.01029839,0.01551373,-0.00750188,0.03503682,0.01677282
2013-10,0.03850156,0.04115446,0.03709592,0.05204719,0.02459667,0.03475457,0.0345953,0.06624355,-0.07442775,0.05116034,-0.01711491,0.04311709,0.03975446,0.08215962,0.04142012,0.02471347,0.03983326,0.02631579,0.06779661,0.02550167,0.03774772,0.03162055,0.0414307,0.02272727,0.03175169,0.03723404,0.04995486,0.05413271,0.03606557,0.03626062,0.15585136,0.01780105,0.02124711,0.02336198,0.03288958,0.06309904,0.06924883,0.0349345
2013-09,0.04852781,0.05191874,0.05480226,0.06734847,0.07006551,0.08886256,0.04419322,0.00600721,-0.1110974,0.05411499,0.04678797,0.07761966,0.05507156,0.06175468,0.05900865,0.05267147,0.04452055,0.0721519,0.12051989,0.06923077,0.03548177,0.04038772,0.07318653,0.07252298,0.06039755,0.05534015,0.08135705,0.07396915,0.03473945,0.04469607,0.12348822,0.04608551,0.04785156,0.06703107,0.05730181,0.0,0.1150466,0.05641978
2013-08,-0.02379665,-0.01402918,-0.0201005,0.00177891,-0.01463964,0.00455298,0.00941094,-0.03605388,0.04140605,-0.0417812,-0.03415351,-0.03876615,-0.00189693,-0.01959114,-0.02331002,-0.02359551,-0.02884615,0.00191449,-0.03779406,-0.03222958,-0.01530446,0.00461133,-0.03240152,-0.0162767,-0.0345475,-0.02398332,-0.03590895,-0.03016313,-0.02385378,-0.02158486,-0.0130039,-0.02660754,-0.03910348,-0.01639816,-0.02503439,-0.0288,-0.04519481,-0.02436222
2013-07,0.04405034,0.05637982,0.00736544,0.07864857,0.08151836,0.05934851,0.06091181,0.08946237,-0.12402103,0.08873929,0.09262229,0.0591133,0.05424528,0.08305805,0.06789606,0.03554688,0.08912467,0.0631068,0.10817828,0.08063737,0.05143252,0.06545713,0.0759362,0.06290672,0.07957342,0.05162242,0.07819074,0.06460119,0.07744108,0.07388535,0.06205924,0.07305389,0.0520246,0.05339061,0.06542333,0.08695652,0.13009824,0.06342547
2013-06,-0.02802691,-0.04178592,-0.01341532,-0.04042838,-0.05347594,-0.08095828,-0.01456855,-0.10300926,0.07843803,-0.07679083,-0.07882883,-0.04802744,-0.0538289,-0.10973527,-0.04567308,-0.01471158,-0.04110997,-0.08424437,-0.08032454,-0.05445316,-0.05386649,-0.05691888,-0.05810499,-0.03481013,-0.0413848,-0.04879774,-0.06114988,-0.05335413,-0.04459635,-0.02248595,-0.15595238,-0.06572238,-0.05863747,-0.02958757,-0.05491084,-0.08173077,-0.0996696,-0.05388797
2013-05,-0.01438849,0.0034463,0.03052995,0.03474363,0.00330927,-0.00041288,0.02340752,0.0,-0.02116109,0.0272997,-0.0072381,0.03542601,0.03451709,0.02629234,-0.0008071,-0.02120409,0.03262032,-0.00129955,-0.02333065,0.03024484,0.00066733,0.00623701,0.02006803,-0.02484472,0.01713586,-0.00213599,0.02159753,0.03177691,-0.0016518,-0.0075188,0.01507538,-0.01079545,0.02993711,-0.0349509,0.00719632,0.00653595,0.00815752,0.00672753
2013-04,0.05465116,0.04428486,-0.04457898,0.04404901,0.04489796,0.04586759,0.01008143,0.00197472,-0.10770771,0.08765195,0.02446602,0.04604651,0.02534247,0.13071571,0.03916667,0.04286276,0.04208195,0.05295316,0.11720143,0.06313131,0.03481558,0.01980898,0.06357759,0.04983749,0.05198125,0.04555556,0.07422303,0.02359588,0.02880658,0.04330709,0.20501139,0.04475854,0.01698783,0.04322679,0.05082707,0.01644737,0.09052248,0.05145582
2013-03,0.01231672,0.01392252,0.01169265,-0.01405622,-0.00031143,-0.02057095,0.05675786,-0.00937866,-0.01974598,-0.02360248,-0.0038506,-0.00092464,-0.02812707,-0.03680982,0.00165975,0.02447833,0.02304666,-0.04381443,-0.05287261,-0.00747384,0.02205882,0.03667033,-0.00849858,0.00433369,0.0,0.01611694,-0.01078749,-0.03675296,0.02741652,-0.0077821,-0.18675418,-0.01328712,0.01897436,0.00453446,0.00541353,-0.01055195,0.00765931,0.00602561
2013-02,-0.03209459,-0.05022831,-0.01155751,-0.03058694,-0.02064359,-0.00625,0.00203832,-0.04131001,0.07410993,-0.06134259,-0.01227936,-0.05425347,-0.00360183,-0.12944984,-0.03736089,-0.00793336,-0.08346134,-0.04735547,-0.04567117,-0.05623243,-0.02710945,0.00292933,-0.06115702,-0.05493388,-0.03020408,-0.04245451,-0.07471074,-0.03230769,-0.01678657,0.00872939,-0.03887324,-0.02704225,0.00437468,-0.0018105,-0.04433638,-0.04114907,-0.0860633,-0.04381135
2013-01,0.02450408,0.03880597,0.02308559,0.05336085,0.07946578,0.02915952,0.04098361,0.0321065,-0.06248768,0.05015291,0.04806902,0.02854554,0.05693069,0.03977994,0.03468697,0.05405405,0.05087527,0.01447451,0.02979592,0.02554028,0.01443795,0.01118151,0.03010381,0.01770833,0.02913453,0.02961866,0.02611684,0.03817292,0.00417537,0.02841678,0.03444181,0.06711823,0.00287883,0.0326121,0.03068216,0.03017945,0.06172466,0.03040877
