Week,CARZ,CROP,DPK,DZK,EFO,EFU,FDTS,FLM,FTAG,FTRI,IDMO,SOIL
2019-21,-0.00471106,-0.01732283,0.01077586,-0.01209677,-0.00731982,0.01151708,0.00487385,0.00699004,-0.02371365,0.0,-0.01005803,-0.01346801
2019-20,-0.01411101,0.0,-0.00806452,0.0073934,0.00388673,-0.00561122,-0.0182944,-0.01392063,-0.00445434,-0.01659751,0.00889404,-0.01108647
2019-19,0.00062073,0.01570845,-0.04252303,0.04434197,0.02951192,-0.02823529,-0.00472485,0.00601535,0.00582437,0.01859679,0.02250296,0.00553097
2019-18,-0.04595376,-0.01390568,0.04344392,-0.04662557,-0.03206307,0.03204047,-0.04206603,-0.02679275,-0.04369538,-0.01233553,-0.00273117,-0.00853789
2019-17,0.00685127,0.01518372,-0.00887097,0.00987807,0.00465357,-0.00641026,-0.0120989,-0.01635559,-0.00373134,-0.01380991,0.00309598,-0.02171665
2019-16,-0.03455903,0.00737327,0.00802568,-0.01022305,-0.00598958,0.00511291,0.0,-0.0030894,-0.01349693,-0.01755786,-0.00116144,-0.00514933
2019-15,0.04300459,-0.00244574,-0.00719424,0.00700389,0.00522603,-0.00636943,0.00313316,0.00329777,0.02601762,-0.00637959,-0.00653344,0.01142264
2019-14,0.00775416,0.00245023,-0.00793021,0.00548503,0.00420278,-0.00422297,0.00842549,0.00409836,-0.01120332,-0.00633413,-0.00383289,-0.00519211
2019-13,0.03180737,0.00338253,-0.02320186,0.02200803,0.01414842,-0.01620948,0.02704164,0.00549235,0.05194238,0.00803213,-0.00115207,0.01487779
2019-12,0.00952966,0.01260239,-0.02184996,0.01923732,0.01361111,-0.01159073,0.00845378,0.01029679,0.0,0.00163399,0.00936403,0.01091703
2019-11,-0.02040204,-0.0131209,0.05049732,-0.05551969,-0.03456592,0.03510946,0.00887813,-0.03266184,-0.00923982,-0.0215655,-0.01042874,-0.03361345
2019-10,-0.00632149,-0.00093985,-0.04881551,0.05498104,0.03468531,-0.03593997,0.01005435,0.01050962,0.00676533,0.01894563,0.01647059,0.02813853
2019-09,-0.0457993,-0.01472893,0.04522247,-0.04380179,-0.03137039,0.03036356,-0.02228786,-0.02135162,-0.02263202,-0.01065574,-0.01252446,-0.03259727
2019-08,-0.00632002,-0.01021672,-0.01019665,0.01099273,0.00912358,-0.00679185,0.00805369,0.00588928,-0.00417014,-0.00407498,0.00470404,-0.02070393
2019-07,0.01538917,0.01565925,-0.00999286,0.01139109,0.00671329,-0.00552268,0.00866504,0.0119952,0.01798715,0.00742574,0.00632661,0.01051525
2019-06,0.02344702,0.01592864,-0.07862248,0.0791462,0.05016325,-0.0517943,0.02327515,0.02852384,0.01654332,0.00848896,0.02651979,0.02065217
2019-05,-0.03869833,-0.02776921,0.04765146,-0.04392439,-0.02962324,0.03097514,-0.03207237,-0.02768795,-0.00879029,-0.00673401,-0.01326367,-0.02222222
2019-04,0.01181684,0.00870918,-0.03439325,0.03752593,0.02637819,-0.02186805,0.01591734,0.00101874,0.01014799,0.03130435,0.026545,0.00106724
2019-03,0.03406693,0.0167087,-0.05068836,0.05040047,0.03281677,-0.02965642,0.01531046,0.00242082,0.02292388,0.01493849,0.01718357,0.01725998
2019-02,0.02678843,0.0242734,-0.06203931,0.06571372,0.04017173,-0.04110079,0.02227365,0.02375052,0.04473565,0.0230701,0.01058873,0.01824034
2019-01,0.03084112,-0.00063512,-0.04124328,0.04303488,0.0261927,-0.02970989,0.01332561,0.014399,0.0,0.01441441,0.05754759,0.01956522
2019-00,0.00894569,0.03215114,-0.06688778,0.06136711,0.04429134,-0.04392679,0.01381381,-0.00152472,-0.00180424,0.02790698,-0.00877578,0.02480271
2018-51,0.01819955,0.04379562,-0.09428285,0.09700599,0.06037474,-0.05972483,0.0396751,0.04737926,-0.00783049,0.03056351,0.03416856,0.04122497
2018-50,-0.02961347,-0.04244817,0.08828523,-0.08853838,-0.05269923,0.06120367,-0.03371783,-0.04169381,-0.03209987,-0.02650823,-0.03644252,-0.03699552
2018-49,0.01473354,0.00392029,-0.01265823,0.00495458,0.00283197,-0.00855871,0.00910159,0.00388433,0.00223214,0.0156682,0.0,-0.01416122
2018-48,-0.05894368,-0.02798742,0.13795424,-0.12583363,-0.07604994,0.09039119,-0.0461831,-0.0658,-0.04923459,-0.0356212,-0.03408624,-0.04717949
2018-47,0.00537634,0.01397011,-0.0038835,-0.00182149,0.0075406,-0.00074102,0.0036323,0.00180905,0.02696825,-0.00176991,0.00922819,0.00418848
2018-46,-0.00394537,-0.00098007,0.01768793,-0.02930335,-0.01026995,0.01459321,-0.00758427,-0.01087394,-0.03847762,-0.02839931,-0.03255047,-0.0225641
2018-45,0.00849515,0.01253298,-0.03037975,0.00659461,0.00580552,-0.01463593,-0.0082713,0.00898024,-0.01375,0.0017138,-0.02569249,-0.011
2018-44,-0.01678445,0.02192982,-0.00529451,-0.00507525,-0.00679694,-0.0003775,0.00190217,-0.00624147,0.01077051,-0.00590219,0.01301342,0.01706827
2018-43,0.05391251,0.02142364,-0.0961194,0.12165881,0.06586103,-0.06783831,0.05180757,0.03310989,0.03102837,0.02526132,0.03979678,0.07327586
2018-42,0.00030581,-0.0190508,0.10092961,-0.09965517,-0.09722222,0.07335614,-0.04725246,-0.04749035,-0.04694641,-0.02463891,-0.04230459,-0.08635918
2018-41,-0.02191534,0.00606061,-0.0060241,-0.00221013,0.01773836,0.0160061,-0.007109,-0.00877026,-0.00895401,0.0,0.00119522,-0.01277014
2018-40,-0.0402646,-0.02877698,0.10804769,-0.1013236,-0.06387951,0.07544075,-0.04118242,-0.04946741,-0.03407756,-0.03761243,-0.04599012,-0.0407197
2018-39,-0.03612796,-0.02290805,0.07554833,-0.08381904,-0.04094565,0.05630143,-0.02803287,-0.01874779,-0.0200154,-0.02001601,-0.02879291,-0.01123596
2018-38,-0.02384178,0.00063412,0.0189769,-0.01807229,-0.01324982,0.0118007,0.00314694,-0.01087147,-0.01861702,0.00080775,0.02072344,-0.00561798
2018-37,0.0462963,0.02628164,-0.07621247,0.07863696,0.05201005,-0.04353286,0.03833626,0.02891523,0.02507716,0.0274771,0.00378215,0.0093985
2018-36,0.02095894,0.00552666,-0.0397351,0.04613027,0.02880125,-0.03122466,0.01210287,0.02163153,0.0074539,0.02037351,0.0,0.01550388
2018-35,-0.01730496,-0.02892172,0.0638953,-0.06307625,-0.03938399,0.03983402,-0.00619886,-0.00534267,-0.01593471,-0.01346801,0.0,-0.02571429
2018-34,-0.02421769,-0.01180491,0.04347826,-0.04223042,-0.02605549,0.02873313,-0.01526533,-0.00361598,-0.00418251,-0.00740741,0.01186376,0.0047259
2018-33,0.00167926,0.01322835,-0.02309469,0.04116079,0.02690355,-0.02168474,0.01774556,0.01199262,0.01303318,0.00167926,0.01005025,0.01168452
2018-32,-0.01858014,0.01958895,0.00378215,-0.00339383,-0.00328864,0.07373473,-0.01093983,-0.0018474,-0.00236407,0.0,-0.03325859,0.00294695
2018-31,-0.01332971,-0.00999375,0.04574639,-0.04525325,0.01558315,-0.01715266,-0.01405039,-0.00791652,-0.01291303,-0.02224053,0.00904977,-0.02445908
2018-30,-0.00837159,-0.00773036,0.03709949,-0.03557312,-0.02855137,0.02465874,-0.00288878,-0.01146384,0.01120556,-0.01139138,-0.00517943,0.02502406
2018-29,0.01068493,0.01973066,-0.02607987,0.03104998,0.02907681,-0.01560468,0.01267674,0.02535773,0.00700389,0.01578073,0.02347596,0.00486855
2018-28,0.00824176,0.00313283,-0.01441153,0.01845428,0.00560429,-0.00214041,0.00121507,0.00253899,0.00351425,0.00414594,0.0,0.00686275
2018-27,-0.01026472,-0.01941448,0.02131148,-0.02718788,-0.00753525,0.01697867,-0.01322433,-0.00859599,-0.01262433,-0.00082034,0.00917081,-0.01072125
2018-26,0.01599559,-0.00092966,-0.05346386,0.05630105,0.04257476,-0.0379538,0.02700675,0.01454612,0.0,0.02350966,-0.00983731,0.0049456
2018-25,-0.01343364,0.00489446,-0.00154321,0.00456882,-0.00024832,-0.00999167,-0.00144613,0.00415237,0.0007731,-0.01652893,-0.00376932,-0.00488759
2018-24,-0.03673676,-0.00450992,0.01136364,-0.0141186,-0.02168277,0.01008772,-0.01270588,-0.00248315,-0.02627628,0.00082372,-0.01731123,-0.00671785
2018-23,-0.01643426,-0.01799941,0.03989592,-0.04266599,-0.01417286,0.03495234,-0.02917711,-0.02222222,-0.01212789,-0.02795527,-0.00939306,-0.01509434
2018-22,0.01107754,0.00238379,-0.0084317,0.00701663,0.02769819,0.0044603,0.00827396,0.00227312,0.01491981,0.01380991,0.00508906,0.02332362
2018-21,0.02695629,0.01604602,-0.04905063,0.04763872,0.01551891,-0.0372408,0.0016215,0.01791152,0.01514578,0.02497918,0.0,0.008867
2018-20,-0.03059701,0.0,0.06512043,-0.06334951,-0.04267203,0.05849321,-0.01624182,-0.02564985,-0.01716581,-0.03885805,-0.02106391,-0.02838221
2018-19,-0.0044899,-0.01101518,0.0270514,-0.02031738,-0.01155042,0.0,-0.00427254,-0.01343995,0.00704225,0.00160128,0.0,0.00674374
2018-18,0.00825206,-0.00089579,-0.03116883,0.03302064,0.01021335,-0.02539683,0.00709545,0.00843373,0.00940557,0.02745424,0.01193059,0.0098912
2018-17,-0.00546856,-0.00858496,-0.00172265,0.00655407,0.00411805,0.0,0.00045704,-0.00974859,0.00568828,-0.00165563,-0.00400729,0.00993049
2018-16,0.00524607,0.00414692,-0.00692042,0.00074897,-0.01855993,-0.00181242,-0.00297755,0.00991132,-0.0082397,-0.00246103,-0.01301989,0.01196411
2018-15,-0.01522219,-0.00117994,-0.00776531,0.00311837,0.01682583,-0.00996377,0.00912201,0.01621145,-0.00112108,0.01330008,0.00545455,0.00498008
2018-14,0.00839299,-0.0008974,-0.02183039,0.03280382,0.01899907,-0.02602558,0.01109827,0.01413744,0.01294252,0.0212766,0.01927354,0.00502513
2018-13,0.03314635,0.03203733,-0.02523659,0.04303307,-0.01033835,-0.03739907,0.00493653,0.01261195,0.01674455,0.0137931,0.00185667,0.01437372
2018-12,0.00201258,0.02464899,-0.0273752,0.02298851,0.01842546,-0.0296359,0.00374181,0.01892285,0.02481292,-0.00170213,-0.00768668,-0.0160804
2018-11,-0.0322821,-0.01724669,0.08401977,-0.0797092,-0.07528345,0.06401766,-0.02186924,-0.02877953,-0.0327619,-0.00256191,-0.02184032,-0.019
2018-10,-0.00438596,-0.00810324,0.01808786,-0.01693239,0.0,0.01041667,0.00780712,-0.01179327,-0.02352076,-0.00672269,0.00324441,-0.03062201
2018-09,0.00840752,0.01881068,-0.04508197,0.04096979,0.02837711,-0.02593407,0.00437284,0.02581909,-0.00186012,0.00594228,0.02361624,0.02534113
2018-08,-0.04247746,-0.02248201,0.11812444,-0.10307457,-0.06910926,0.080353,-0.04131118,-0.04367186,-0.04688063,-0.0345679,-0.03861004,-0.02995169
2018-07,0.00654228,0.00484262,-0.02144082,0.02186805,0.01605971,-0.01793722,0.02161914,0.00448585,0.00876872,0.02818104,0.0,0.02775025
2018-06,0.01549637,0.02122424,-0.0766129,0.08045531,0.04807468,-0.06001727,0.01946986,0.03080737,0.03439153,0.02434783,0.01017442,0.02553626
2018-05,-0.00222277,-0.03979344,0.03215434,-0.04050896,-0.03392193,0.01939655,-0.05996867,-0.03776824,-0.02986189,-0.02157032,-0.0790999,-0.02419355
2018-04,-0.03358814,-0.02686652,0.08308895,-0.08057808,-0.05455648,0.05885262,-0.0412175,-0.03453815,-0.04060564,-0.03456592,0.00136565,-0.04855275
2018-03,-0.01031873,0.01134752,-0.02810078,0.02763636,0.02015883,-0.02746444,0.03279405,0.01468452,0.00929752,0.00810373,-0.01221996,0.01315789
2018-02,-0.00298988,0.00314825,-0.02803738,0.02234215,0.01646176,-0.01243424,-0.00021801,0.01002465,0.00872905,0.00575185,0.00137268,0.00474383
2018-01,0.01145931,-0.00312856,-0.03932082,0.04830317,0.0292159,-0.03596127,0.01508764,0.01706711,0.0048951,0.0107438,0.01096569,0.00093897
2018-00,0.02941886,0.01065361,-0.06370495,0.06612864,0.04436478,-0.03342246,0.01941748,0.02334235,0.02807775,0.02533784,0.04163596,0.02097235
2017-52,0.00219298,0.00144718,-0.01216545,0.01083032,0.00891836,-0.00829694,0.00460405,0.0079065,0.002185,0.0051458,0.0163508,0.01771654
2017-51,0.00269542,-0.00832855,0.00572831,-0.00136646,-0.00614894,-0.02136752,0.00069236,-0.00154427,-0.00145455,-0.00171969,0.0,0.013
2017-50,0.00395746,0.00755375,0.00078309,-0.0029491,-0.00093502,-0.00085397,0.0108593,0.00172682,0.00406955,0.0,0.0,0.00916497
2017-49,-0.01664219,-0.00145307,-0.00620636,0.009136,-0.00444965,-0.00588978,-0.00446533,0.00779626,-0.00443295,-0.01040763,0.00413223,-0.00915565
2017-48,-0.00611098,0.00795053,0.00549451,-0.01348055,-0.01247401,-0.00341297,-0.0083877,0.00928521,0.00407709,0.00087719,-0.0103512,0.01434426
2017-47,0.01547531,0.00857988,-0.05287009,0.0527715,0.03317422,-0.03123698,0.03579952,0.01167728,0.01275319,0.01505757,0.01008215,0.0102145
2017-46,0.00373134,0.00535874,0.00300978,0.00281162,0.00047985,-0.00206441,-0.00835721,-0.00551405,-0.00112402,-0.01224847,-0.00520059,-0.01008065
2017-45,-0.01890034,-0.01346604,0.02736513,-0.0284251,-0.01983664,0.01871544,0.0,-0.01802575,-0.01875,-0.01030928,0.00485256,-0.01783944
2017-44,0.01777222,-0.0066841,-0.02056359,0.01851609,0.00995733,-0.01379599,0.01525054,0.01554496,0.00780089,0.00348432,0.00300188,0.01002004
2017-43,0.00249626,0.00115607,0.00765697,0.00105708,-0.00261097,0.00375313,0.01269841,0.00657661,0.00786222,0.00087642,0.0,0.00201207
2017-42,-0.00322341,-0.01059565,0.00614439,-0.00961289,-0.00518135,0.0,0.00024172,0.00124577,-0.00298619,-0.01302083,-0.00415722,-0.0059761
2017-41,0.00845771,0.01866433,-0.04261572,0.04506699,0.03440756,0.0,0.01995565,0.01827062,0.00299513,0.02321429,0.01457055,0.02453988
2017-40,0.03195297,0.00176108,0.00220264,-0.00135777,0.00072869,0.0,0.01604938,-0.01146337,0.00840336,0.00268336,-0.00609756,-0.00504541
2017-39,0.00671141,-0.00352216,-0.01515152,0.02032071,0.01251841,0.0,0.00901804,0.01146705,0.00653595,0.0044843,0.0,0.00101215
2017-38,0.01640625,-0.00146199,-0.01737871,0.00741249,0.0051207,-0.00081433,0.01251251,0.01062855,-0.01182304,-0.0080573,-0.01029356,-0.00201005
2017-37,0.0211853,0.00235433,-0.00072307,-0.00331126,0.01645475,0.0,0.00629564,-0.00423105,0.01686275,-0.00717489,0.0,0.01354167
2017-36,0.01730769,0.01168014,-0.05164319,0.04377948,0.02661889,-0.01140385,0.00277778,0.01386547,0.00558882,0.00730594,0.01460142,0.02486486
2017-35,0.00745239,0.01770177,-0.0102459,0.00888177,0.00304646,-0.01204351,0.01046452,0.02963105,-0.01518178,0.00551471,0.00515668,0.00977199
2017-34,0.01931691,-0.00060078,-0.03125,0.03303438,0.01679587,-0.01454824,0.00849421,0.01062597,-0.00359569,0.01313321,0.0,0.01425439
2017-33,-0.0140264,-0.0077266,0.01009421,-0.0141135,-0.00919071,0.00771605,-0.00774793,-0.01292776,0.00243704,-0.00471254,0.0,-0.01294498
2017-32,-0.01074972,-0.00921796,0.06966925,-0.06020537,-0.0395424,0.04814962,-0.00590501,-0.02790612,-0.01638034,-0.01209302,-0.00869909,-0.03444676
2017-31,0.00889878,-0.00650118,-0.02197802,0.02029945,0.01414141,-0.02369852,0.00776197,0.00223589,-0.00238949,0.00372439,0.00277557,0.0021164
2017-30,-0.00111111,0.00147842,-0.01138647,0.01887906,0.00589441,-0.01038062,-0.00025867,0.00410678,-0.00718276,0.00283822,0.01009693,0.0
2017-29,-0.01282051,0.00416295,-0.01262458,0.014719,0.0082453,-0.0156131,0.01928666,-0.00316044,0.00601926,-0.00749064,0.0,0.0031881
2017-28,0.02805836,0.01753855,-0.0604534,0.06034483,0.04004271,-0.03922287,0.03858696,0.02088079,0.01258117,0.03307393,0.0263048,0.03402854
2017-27,-0.00195149,-0.011994,0.01527689,-0.01254841,-0.01615894,0.00404858,-0.0102178,-0.00924354,-0.00244898,-0.00767754,-0.00622924,-0.01208791
2017-26,0.00028225,-0.01331361,0.0,-0.00707692,-0.00318049,0.00036982,0.00350783,-0.00113058,0.01195383,0.00097276,0.02130379,-0.00879121
2017-25,-0.0053733,-0.0108409,0.02397926,-0.01963172,-0.01565354,0.00445765,0.0,0.01156069,-0.03192338,-0.0105871,-0.01510701,-0.01199564
2017-24,-0.00226693,-0.00176108,-0.01378446,0.01245136,0.00984304,0.0014881,0.0,-0.00288184,0.00723473,0.01439539,0.01103097,-0.01849837
2017-23,-0.00507471,0.00323339,0.0254902,-0.03004356,-0.01816766,0.01510574,0.01717557,-0.00786344,0.00281804,-0.00095877,0.0,0.00328947
2017-22,0.03142116,0.00655542,-0.05150754,0.05572031,0.0362957,-0.03639706,0.0,0.01081499,0.02967848,-0.01231061,0.01158798,-0.00109769
2017-21,-0.01259302,0.00657895,0.00823306,-0.01296697,-0.00661901,-0.00036751,0.0257055,-0.01222541,-0.00367497,0.0,0.0,0.0
2017-20,0.00259366,0.01615361,-0.03056235,0.0220425,0.01051213,-0.01875225,-0.00831255,0.00153081,0.00327735,-0.02634055,-0.00342173,0.01550388
2017-19,-0.00604665,-0.00646751,-0.00540865,0.00680713,0.00383037,-0.0046214,0.01379116,-0.00992556,0.00835422,0.00856327,-0.00042753,-0.00670391
2017-18,0.00289101,0.0,-0.06371986,0.06619385,0.03720534,-0.04073179,0.00509194,0.0,-0.00951593,-0.00095057,0.0,-0.00442478
2017-17,0.00995608,0.0056005,-0.0117384,0.0110957,0.00801603,-0.00646039,0.01509972,0.00383289,0.01002925,0.01145038,-0.0167382,0.01569507
2017-16,0.01562031,-0.0015758,-0.00154799,-0.00223464,-0.00240168,0.00516296,0.00377468,0.01225781,0.00042409,-0.00388727,0.0,-0.01677852
