Month,CHIM,COPX,CROP,CUT,DUST,FLM,FTAG,FTRI,FXZ,GDX,GDXJ,GNR,GOEX,GRES,GUNR,HAP,IGE,ITB,IYM,LIT,MOO,MXI,NUGT,PICK,PKB,PSCM,PYZ,REMX,RING,RTM,SBM,SIL,SILJ,SLVP,SLX,SMN,SOIL,URA,UYM,VAW,VEGI,WOOD,XHB,XLB,XME
2019-05,-0.09813365,-0.12689394,-0.04557969,-0.09403586,-0.04353448,-0.07635516,-0.10168794,-0.01885246,-0.08219895,0.01218324,-0.01076015,-0.06461676,-0.01923077,-0.0459298,-0.0502621,-0.05566489,-0.06871961,-0.02214606,-0.06679679,-0.09284404,-0.04839468,-0.05517774,0.02214765,-0.05874587,-0.03462185,-0.14545455,-0.09632721,0.04073034,0.00990712,-0.06334245,0.07242489,-0.06577852,-0.12810945,-0.06506024,-0.04883227,0.14316392,-0.06984127,-0.05311203,-0.13672496,-0.0642754,-0.08434995,-0.13207547,-0.0408867,-0.0542457,-0.12055477
2019-04,-0.04819277,-0.03789568,0.01076261,-0.0125,0.14718163,0.01569243,0.0602357,-0.01124498,-0.00025793,-0.04872495,-0.04957874,-0.01321204,-0.03252427,-0.02204554,-0.00934298,-0.00083056,-0.00943693,0.07201356,0.01238423,-0.04430599,0.02287893,0.00474079,-0.15591398,-0.0380774,0.06980057,0.00602785,0.0056563,-0.11597779,-0.04767442,0.00782487,-0.01025364,-0.05959246,-0.05561993,-0.05263158,-0.06700532,-0.02496382,0.01700319,-0.05533905,0.01960784,0.01616776,0.01730837,-0.01444154,0.04443874,0.01988283,-0.04599603
2019-03,-0.02547771,0.00459559,0.00531749,-0.01152738,-0.10627781,-0.0234192,-0.04061977,0.00327332,-0.01707633,0.03317972,0.00922392,0.00889878,-0.00657586,0.00329429,0.0126778,0.00478604,0.00319693,0.02293179,-0.00032805,-0.04777927,0.00402576,0.01326595,0.07729995,0.01735429,-0.00324091,-0.06667978,-0.02983607,-0.0175,0.02991202,0.00123422,0.0021254,0.01499423,-0.00225989,0.03389831,-0.00571855,0.00210526,-0.02114165,0.01627339,-0.00853485,0.00252484,-0.00815025,-0.01351141,0.00077882,0.01388381,-0.03917125
2019-02,0.06909548,0.07276303,-0.01757632,-0.00217865,0.03329694,0.03684103,-0.0029301,0.02782462,0.03105756,-0.01462118,-0.01309379,0.01035803,-0.00543971,0.00257922,0.01001252,0.00795003,0.00455581,0.01409278,0.02781828,0.03743501,0.00600454,0.02079639,-0.05680191,0.02546064,0.04977204,0.08265698,0.03376315,0.09246575,-0.00797267,0.02905094,-0.02790698,0.0,0.02555556,0.01208791,0.02297677,-0.05802387,0.01066098,-0.01903251,0.04985063,0.03075113,-0.00458231,-0.03965621,0.04876712,0.02871622,0.01449753
2019-01,0.08333333,0.12582418,0.07067371,0.13251029,-0.21300742,0.07170795,0.07953005,0.10315985,0.10694072,0.07790974,0.08671283,0.09277079,0.10319043,0.08283552,0.09494324,0.09277071,0.10989811,0.12763852,0.05201283,0.05096012,0.08503521,0.07886931,0.2289504,0.11865672,0.09857383,0.14569536,0.08744186,0.06642336,0.08599509,0.0740505,-0.05111977,0.07826778,0.10072816,0.08680143,0.12443311,-0.10880374,0.06659142,0.09012876,0.10347699,0.06974017,0.0933642,0.1504363,0.11793462,0.05063291,0.15239532
2018-12,-0.0839599,-0.08996024,-0.05125786,-0.09988777,-0.27229147,-0.0818,-0.08274721,-0.06602954,-0.11390728,0.09048604,0.12175204,-0.07521719,0.10523385,-0.04286798,-0.06778028,-0.07491389,-0.13388853,-0.08259407,-0.08882834,-0.14131127,-0.09334183,-0.06104746,0.252149,-0.05432878,-0.11532738,-0.14629431,-0.1298338,-0.20375807,0.07989348,-0.09447758,0.08981092,0.0812446,0.03741935,0.10171731,-0.10574949,0.19182283,-0.09025641,-0.08254717,-0.18222839,-0.0938809,-0.09410945,-0.10059824,-0.09461345,-0.08495543,-0.11899932
2018-11,0.00515132,-0.03024194,0.05225893,-0.03621068,0.05114358,-0.0163805,0.01504729,-0.04163127,0.00592513,-0.02465331,-0.055,-0.0530051,-0.04584222,-0.03737972,-0.04225796,-0.02361071,-0.03450459,0.00718301,-0.0064053,-0.0029316,-0.01047711,-0.03950339,-0.0885989,-0.0682202,-0.00521221,-0.034699,-0.02126615,-0.00481348,-0.02775942,0.01334256,-0.04410307,-0.03842905,-0.10419162,-0.09348093,-0.08106134,0.01457919,-0.03131313,0.02631579,-0.02417932,0.00376948,-0.00748396,-0.05565611,0.01147118,0.00953093,-0.07400257
2018-10,-0.135183,-0.13145756,-0.06586064,-0.12536349,-0.10187324,-0.11796958,-0.10469592,-0.06164932,-0.12694175,0.02059621,-0.00256787,-0.09613418,-0.01493333,-0.02214022,-0.07499253,-0.0726333,-0.13335189,-0.11459521,-0.10811085,-0.08801729,-0.06597651,-0.09874514,0.02167183,-0.09782951,-0.12169492,-0.14653429,-0.13317825,-0.12002212,0.01610644,-0.09221103,0.14399093,-0.04082492,-0.09803922,-0.02463054,-0.07490205,0.22496206,-0.09644195,-0.10344828,-0.20840137,-0.11431412,-0.06955336,-0.12149407,-0.11251314,-0.10072564,-0.1111437
2018-09,-0.00991832,0.0653142,-0.00785916,-0.01404405,-0.08666199,0.03924097,0.00388651,0.04292929,-0.01226256,0.0273285,0.00851852,0.04855416,0.01582106,0.02150132,0.04390091,0.03756001,0.01696377,-0.06381282,-0.01691332,0.04014244,0.02637014,0.02561728,0.06876553,0.08239316,-0.03917125,-0.00110314,0.00661473,0.02615122,0.0296457,0.011491,0.02433372,0.0187234,0.01183432,0.03136763,0.07203179,0.03372549,0.01142857,0.06425703,-0.03314917,-0.01172619,0.03383856,-0.02431651,-0.04046243,-0.011044,0.02512107
2018-08,-0.04988914,-0.09498911,-0.01699629,0.00924745,0.41344778,-0.02026667,-0.01132503,-0.01390025,-0.00827032,-0.12142857,-0.12360624,-0.02695977,-0.11534884,-0.00112191,-0.01253056,-0.00749584,-0.02740105,0.00186866,0.00259974,-0.00254858,0.01972735,-0.02416247,-0.35460302,-0.06793394,0.02831446,0.01588474,-0.01239193,-0.07227672,-0.13614458,-0.0047323,0.00057971,-0.09472511,-0.10707071,-0.12289916,-0.06783468,-0.0059312,0.01625239,-0.03358779,0.00057078,0.00060496,-0.00139179,0.03477911,0.01614143,0.00257688,-0.04737589
2018-07,0.03196859,0.01245704,0.00278897,0.0112504,0.09642427,0.04400663,0.02373541,0.03190596,0.03922518,-0.0359745,-0.01956522,0.02080706,-0.02266546,-0.00110865,0.01592649,0.02591549,0.02523836,-0.00632745,0.03777458,0.00538657,0.03809367,0.03483949,-0.11368421,0.0483559,-0.00098555,0.03845422,0.0479033,-0.03285924,-0.03402537,0.03013076,0.00407451,-0.0311174,-0.03992395,-0.04295704,0.06597304,-0.0762902,0.03264095,0.03147128,0.07191011,0.03407155,0.03443329,-0.02268555,0.00229768,0.03411289,0.01340177
2018-06,-0.1085,-0.06891089,-0.02115614,-0.04627093,-0.00082988,-0.02129157,-0.03431555,-0.03330626,-0.03652862,0.0,-0.00306373,-0.02115111,-0.02204586,-0.01401365,-0.01225344,-0.01688913,0.00471829,-0.01145535,-0.01499145,-0.03233679,-0.01099612,-0.03207465,-0.02727637,-0.05906797,-0.02029639,-0.01110693,-0.03379152,-0.10630942,-0.0101983,-0.01069668,-0.00808314,-0.05435863,-0.0390554,-0.04743833,-0.06922909,0.01976744,-0.00585938,-0.03684211,-0.03219373,-0.01548857,-0.01913709,-0.037125,0.00667694,-0.01243738,-0.0531427
2018-05,0.01061142,0.00280561,0.01055807,0.01786834,-0.00497719,-0.02487476,0.0240458,0.02265101,0.04725572,0.00135196,0.00061444,0.02181208,0.01282051,0.01906158,0.01746859,0.01671309,0.03310305,-0.01162791,0.0268119,0.00433705,0.01087673,0.01730104,-0.00396354,0.02123077,0.01709964,0.056245,0.06990741,-0.05163156,-0.00504767,0.0213195,-0.0504386,-0.00066644,0.0101196,0.0,0.00022217,-0.06550374,0.02602603,-0.03458425,0.05040851,0.02636148,0.01985816,0.01138544,-0.00486805,0.02149767,0.08759988
2018-04,0.01852805,0.01977401,0.05069984,0.0316129,-0.02137097,0.06872601,0.02686916,0.04137931,0.00689485,0.00226142,0.00092822,0.05809587,0.03385178,0.01815487,0.05763039,0.04499274,0.10151803,0.0076497,0.03598833,0.02708732,0.02562374,0.03351869,-0.00277888,0.03858318,0.00066291,0.03363914,0.04888467,0.01075714,0.0005596,0.02653302,-0.04976178,-0.00395648,0.03330162,0.0226378,0.07152941,-0.08840146,0.0338809,0.10207469,0.06805169,0.02825225,0.01948755,0.04461313,-0.01382488,0.02344752,0.03975721
2018-03,-0.04264494,-0.03908918,0.01389318,0.02795839,-0.07313541,0.00394407,-0.0188537,0.00600343,-0.02047541,0.01863933,0.0078765,0.00240017,0.02036949,0.00551673,0.00286442,-0.00169972,0.01953987,0.02856394,-0.0363729,-0.01681443,0.00164772,-0.01449925,0.05238095,-0.03719256,0.02337833,-0.01001571,-0.02655786,-0.06604128,0.02091807,-0.02542769,0.05177265,0.03336738,0.00288462,0.03166496,-0.08004269,0.07065824,-0.02295409,-0.06821705,-0.07816556,-0.03052381,-0.01631378,0.04680443,0.01792024,-0.03158625,-0.07771018
2018-02,-0.03481013,-0.03564933,-0.04649828,-0.03391413,0.3172988,-0.06477273,-0.04391774,-0.03718674,-0.03839205,-0.09923664,-0.06692561,-0.06234768,-0.04867257,-0.04127317,-0.05462687,-0.05468543,-0.10302004,-0.10346453,-0.03891429,-0.0725403,-0.03144753,-0.05227209,-0.29497973,-0.04487722,-0.10481752,-0.03566009,-0.04554484,-0.02501813,-0.10507057,-0.0379092,0.0297442,-0.08375157,-0.07906559,-0.08552632,-0.00771208,0.04619673,-0.03636364,-0.09693514,-0.08187287,-0.04100278,-0.03053691,-0.0166135,-0.0880073,-0.03959089,-0.02675862
2018-01,0.09148418,0.00073153,0.00460697,0.03646338,-0.01282639,0.03974966,0.03635709,0.03716216,0.00971312,-0.00253271,-0.04146411,0.03244838,-0.04126316,-0.00662021,0.02359069,0.02849315,0.0039852,-0.02317577,0.02230082,-0.05376066,0.03333333,0.03704238,-0.0507225,0.0301434,-0.01440922,0.01357812,-0.00364095,-0.00473761,-0.00468262,0.00818797,-0.04379977,-0.03797468,-0.04280822,-0.03996367,0.03561095,-0.04943558,-0.00190658,-0.10057655,0.0482731,0.01966416,0.03726708,0.06116078,0.00683995,0.02552978,-0.02141502
2017-12,0.0169144,0.13254036,0.01080923,0.03017097,-0.12523226,0.01787884,0.01587302,0.02716915,0.0436987,0.04191077,0.07502374,0.05477592,0.08772748,0.03428155,0.04296875,0.04126984,0.04136473,0.01330532,0.03084199,0.01204819,0.02158516,0.0374981,0.11622962,0.11349899,0.0087668,0.01053453,0.04564502,0.09076175,0.04476777,0.04278833,-0.04196185,0.05083089,0.07930368,0.06039604,0.11065363,-0.06527137,0.04444444,0.07692308,0.06328012,0.02869893,0.03261649,0.02358491,0.016527,0.02962189,0.14143682
2017-11,-0.04489995,-0.0570969,-0.00807615,0.0023427,0.00073855,0.01508507,-0.00841258,-0.00607112,0.00677146,-0.00045086,-0.0143975,-0.0069867,-0.02857143,0.00958349,-0.00487805,0.0069869,0.00459418,0.0718065,-0.00091884,0.00079702,0.01436634,-0.0028649,-0.02795996,-0.02392658,0.04701244,0.03039392,0.00209518,0.04042105,-0.00392817,0.01308677,0.00768808,-0.0318612,-0.05253456,-0.03188406,-0.00867568,-0.01072578,-0.02366864,0.18251273,-0.00114123,0.00398651,-0.0088968,-0.00379009,0.05735294,0.00451389,0.00129199
2017-10,0.01698302,0.01951827,0.00909891,0.03014553,0.06436421,0.01755329,0.03246753,0.02772809,0.02132937,-0.02505495,-0.04816034,0.01970329,-0.06236372,0.00148313,0.01330229,0.00590667,-0.01433801,0.08315038,0.02240926,0.04075323,0.01903265,0.02792076,-0.09016651,0.01387949,0.05130656,0.01063616,0.01538227,0.03796909,-0.03945946,0.03064721,-0.03292618,-0.03329261,-0.07718696,-0.04722222,-0.00715198,-0.04663738,0.0110999,-0.1011583,0.0471798,0.02350158,0.02449726,0.03707659,0.03298655,0.02760846,-0.03242052
2017-09,0.00251004,-0.0816641,0.00088443,0.026901,0.23036398,0.03174898,0.06206897,0.023766,0.03323812,-0.07321063,-0.07346826,0.02037432,-0.0539761,0.00299625,0.01318013,0.0304971,0.06742671,0.06989089,0.03240741,0.09448575,0.03701016,0.00599464,-0.20741483,-0.04723127,0.05878355,0.07876788,0.0297913,0.08007718,-0.07353677,0.03135498,-0.0585,-0.0610775,-0.10307692,-0.06643357,-0.03225,-0.06664619,0.06344086,-0.04912023,0.06637974,0.03173426,0.03246508,0.0438751,0.04006368,0.03024645,-0.02161654
2017-08,0.09470124,0.05045492,-0.02352249,0.01429095,-0.23175182,0.0007453,-0.01324238,-0.00459559,0.00500395,0.08255659,0.07551693,0.00941801,0.07206406,0.00911854,0.01242236,-0.00183711,-0.03772987,-0.00966608,0.00884163,0.08706043,-0.00926431,0.02276423,0.2170043,0.05536212,-0.00949153,-0.02053747,0.00843334,0.08017103,0.07921867,0.00432856,0.02197241,0.02125148,0.03967611,0.03451408,0.05100671,-0.01792115,-0.03075292,-0.04583921,0.01254875,0.00584893,-0.01089406,0.01172638,-0.01315097,0.00700227,0.04774624
2017-07,0.11326658,0.18700787,0.01469265,-0.00256787,-0.18072651,0.01245048,0.02489796,0.03071017,-0.00629921,0.06415094,0.04498594,0.05082592,0.03519196,0.03792967,0.04974582,0.03255373,0.01935484,0.00149031,0.01469248,0.06295488,0.0232818,0.0452381,0.16851918,0.10445469,-0.00808353,-0.01357466,0.01987084,0.23853211,0.07163658,0.01523372,-0.03070827,0.04846626,0.07161346,0.04229323,0.05270496,-0.03115984,0.03846154,0.07627765,0.027695,0.00580368,0.02584877,0.01013121,-0.00475436,0.00667302,0.0456574
2017-06,0.06108898,0.03762887,-0.00950401,0.01950488,0.04009434,0.01785714,-0.00727861,-0.01342282,0.01310861,-0.02286996,0.06544755,-0.00205181,0.0638198,0.00118765,-0.00943396,-0.00127551,-0.01292825,0.03409091,0.00334641,-0.02870305,-0.00317876,0.00951557,-0.09016641,0.03240178,0.02486188,0.02248442,0.01327731,0.0242915,-0.03107658,0.00604262,-0.02510864,-0.02979462,-0.02605863,-0.01261261,0.0502677,-0.01720311,-0.00441501,0.02717826,0.00756212,0.00916174,-0.00735579,0.01167315,0.01856336,0.00638668,0.03052893
2017-05,-0.03483871,-0.0619255,0.03202957,0.00576258,-0.15237543,-0.01300191,0.01530823,-0.00570342,-0.00859753,0.04626168,0.00320821,-0.00153886,-0.01198709,-0.01797577,-0.00793651,-0.00949668,-0.03336481,0.00312305,-0.00960315,0.03683241,0.0051088,0.00069747,0.121,-0.02839117,-0.03721245,-0.038262,-0.02270091,0.00133511,0.03302961,-0.00074786,-0.00336862,0.03098927,0.04149026,0.03255814,-0.0427838,0.02793142,-0.00221239,-0.02332815,-0.02661392,-0.00629419,0.00509205,0.01709998,-0.00352304,-0.00039162,-0.02374302
2017-04,-0.03018868,-0.0460251,0.01284864,0.03998401,0.09280109,0.03351627,0.01469353,0.01254826,0.01109908,-0.04150284,-0.12019759,-0.00407747,-0.08481589,-0.00232378,-0.00572451,0.00063311,-0.02714242,0.01649746,0.00569701,0.01727375,0.02205456,0.00494875,-0.13580576,-0.02692308,0.02441577,0.02834367,-0.00049644,-0.04330963,-0.04942166,0.01652893,0.02113022,-0.04142341,-0.06032483,-0.05121528,-0.05087051,-0.01554404,0.00221239,-0.12661675,0.00944596,0.01611491,0.02041633,0.02894122,0.02289655,0.01632816,-0.02470389
2017-03,-0.06313891,-0.08308479,-0.0263319,-0.00988142,-0.04725139,0.00650888,0.01269036,0.00585938,-0.0179799,-0.00749559,-0.04381512,-0.01305221,-0.00417188,-0.01575711,-0.01550388,-0.01274479,-0.02315914,0.02390953,-0.00861178,0.06498195,-0.01502187,-0.00805745,-0.068561,-0.05186797,-0.0061665,-0.03187251,-0.04222467,-0.0816568,-0.00741918,-0.01207394,-0.01309408,-0.02707137,-0.08417266,-0.0239521,-0.08793103,0.01086351,0.0,-0.08608059,-0.02068966,-0.01586485,-0.01142632,0.00415088,0.01191796,-0.01292344,-0.08664596
2017-02,0.03393086,-0.06757877,0.00967541,0.00728155,0.09382227,0.00748988,-0.00982486,-0.02661597,0.00107875,-0.04164896,-0.02983892,-0.02242711,-0.05647438,-0.00077549,-0.01894737,-0.01061174,-0.02561083,0.05454545,0.01268073,-0.02851485,-0.00057637,-0.01665498,-0.13815188,-0.04494786,0.00070249,-0.01367814,0.03631799,0.01504212,-0.03652263,-0.01150043,-0.03101504,-0.05718783,-0.08226568,-0.06168831,0.02932705,-0.02912874,-0.04766949,0.00555556,0.02441773,0.00589529,0.00639488,0.02503765,0.044122,0.00059916,-0.02313223
2017-01,0.17697063,0.19706923,0.02485474,0.03069807,-0.28811156,0.02174363,0.05191874,-0.00663507,0.04205476,0.09967396,0.12279653,0.0383917,0.13828786,0.02738095,0.03833516,0.02471117,-0.0206659,0.04489051,0.03885658,0.07090987,0.03827655,0.07056375,0.28847279,0.12168232,0.02037898,-0.01059996,0.01141008,0.10448761,0.10562181,0.04701484,-0.03184713,0.12697938,0.16295707,0.133829,0.06075028,-0.09024848,0.06590909,0.31066461,0.07430088,0.03884298,0.03532835,0.01712856,0.00986842,0.03943251,0.0739507
2016-12,-0.03320755,-0.05885238,0.03106212,0.02035513,-0.13516919,-0.002079,0.03081232,0.04274354,-0.00170891,0.0152484,-0.02967543,0.01279318,0.00926377,0.01672787,0.01010857,0.01683168,0.00555718,0.01834519,-0.00359712,0.01275847,0.02429483,0.00133664,-0.01171494,-0.03697749,0.00326087,0.01580087,-0.00699301,-0.0094086,0.00953516,0.00285845,0.00182315,-0.03557312,-0.05208333,-0.01915709,-0.03454039,0.00330345,0.05035971,0.10572687,-0.00759442,0.00064839,0.01477417,0.04187638,0.0119084,0.00126077,-0.02587065
2016-11,0.04412924,0.21509886,-0.00396694,0.03940887,0.5450656,0.03257821,0.00951022,0.0373444,0.10024984,-0.17104731,-0.18337531,0.04078212,-0.19278557,-0.05388761,0.02906977,0.03260124,0.07794257,0.07420635,0.08851707,0.03268271,0.02984438,0.03137951,-0.47554077,0.11437613,0.13790256,0.23485455,0.1002994,0.09513274,-0.18181818,0.08697801,-0.0685384,-0.17332667,-0.12,-0.17384495,0.21034946,-0.16121356,0.02096178,0.05503731,0.17866602,0.09062468,0.02092415,0.05064881,0.08390692,0.07454258,0.22326531
2016-10,0.00475059,0.04824561,-0.01866752,-0.02379922,0.07235726,-0.01151631,0.01545147,0.00103842,-0.02419843,-0.05520752,-0.06564551,-0.0013947,-0.07759604,-0.00038911,-0.00193798,-0.01621074,-0.02910539,-0.05940959,-0.01701622,-0.02067752,-0.01412013,0.00098445,-0.21226216,0.03529958,-0.03740157,-0.03061224,-0.04358655,0.00073529,-0.05860291,-0.02224895,0.01654646,-0.0759343,-0.08322237,-0.07318895,0.06831858,0.03061013,-0.00367197,-0.05574614,-0.03862957,-0.02187347,0.00263852,0.00941029,-0.06166464,-0.01959489,-0.02850356
2016-09,0.02019386,0.05193951,0.03229028,0.00043085,-0.10083356,0.02810458,-0.02265219,0.01476793,-0.01157614,0.00038462,0.0123397,0.01789264,0.00753296,0.01542112,0.0332,0.01056218,0.03534238,-0.04588441,-0.0120952,-0.00043802,-0.01802362,0.01192369,-0.04201681,0.07267297,-0.0096302,0.03313332,0.00978996,-0.04259777,0.01119403,-0.00381543,0.01507321,0.00047114,-0.01811125,0.01116071,0.03677823,0.01558223,-0.03900709,-0.05351438,-0.01970443,-0.00968617,-0.01298701,-0.00206782,-0.05636208,-0.01579745,0.0240481
2016-08,0.05063291,-0.07352941,-0.00890795,0.02581219,0.68528939,0.02708654,0.05109127,0.02012712,0.01814882,-0.17581334,-0.18000416,0.0054582,-0.17605858,-0.0345092,-0.01465347,0.00861475,0.03064884,0.00069759,0.00091455,-0.00788436,0.0461039,0.00889788,-0.46557327,-0.02544031,-0.02982849,0.02467811,-0.04787868,-0.00895934,-0.19028974,0.00443805,-0.01191489,-0.16541658,-0.17152281,-0.14725131,-0.05720265,-0.01119171,0.06415094,0.00160643,0.00541516,0.00635324,0.0362254,0.03063646,0.0,0.00305144,-0.10874277
2016-07,0.01984469,0.10888444,0.01542589,0.05307263,-0.22235577,0.04267458,0.03767821,0.00105042,0.05504587,0.05318404,0.10333567,0.03058549,0.08315863,0.02786499,0.02850261,0.02085506,-0.0094162,0.03848947,0.05334613,-0.00518135,0.02259763,0.05385428,0.11111111,0.09787234,0.04489164,0.0868681,0.10121382,0.0368272,0.03726708,0.04687306,-0.04430894,0.10713472,0.13724227,0.11681548,0.13436893,-0.10329959,0.02022756,-0.03004622,0.1053152,0.05175412,0.0199456,0.055895,0.06895504,0.05030731,0.16069942
2016-06,0.02402135,0.05984138,0.00513875,-0.03278689,-0.52826298,-0.04019435,-0.01898102,0.01498929,0.00576738,0.2196868,0.26223338,0.03061534,0.28272007,0.06160939,0.04616688,0.02003578,0.03346457,-0.00073153,-0.01074538,0.01717305,-0.0202194,0.00814926,0.69501268,0.06107306,-0.00771307,0.01067932,0.01507829,-0.0021322,0.21202532,-0.01014475,0.00528241,0.30761935,0.26033421,0.29489796,0.10537919,0.0052356,-0.03970223,0.0311253,-0.02711208,-0.00622005,-0.01519214,-0.05282689,-0.02357505,-0.0092509,0.11401425
2016-05,0.00807175,-0.14883149,0.01384562,0.0,0.23183542,0.00198151,3.88292683,-0.05633803,-0.01205966,-0.11048839,-0.10909598,-0.05924238,-0.14924782,-0.02888527,-0.05772293,-0.03450656,-0.02059202,0.0252259,-0.01492939,0.06353722,-0.00128783,-0.04946061,-0.35268554,-0.13469985,0.02659786,-0.03470214,-0.02929027,-0.01003584,-0.12031835,-0.01246791,0.0081666,-0.07530648,-0.10686427,-0.10564663,-0.15867707,0.02027667,-0.04245283,-0.08284457,-0.03225047,-0.00761267,0.01217313,0.01478702,0.00543642,-0.00695535,-0.1052185
2016-04,-0.02449694,0.23048048,-0.00417391,0.02242991,-0.58226074,0.0403115,0.04166667,0.12696629,0.03722167,0.28333333,0.36241108,0.11723479,0.59150531,0.05694564,0.1218638,0.09859689,0.13056058,-0.01869858,0.05151128,0.06111111,0.04594839,0.08431329,0.99284211,0.16420455,-0.0028135,0.09773957,0.081616,0.07807571,0.29003559,0.05351821,-0.05153846,0.38309637,0.57243816,0.40377358,0.17094389,-0.10352981,0.02300242,0.03225806,0.10427037,0.04487316,0.05100095,0.02490942,-0.0126506,0.04102203,0.19583968
